text,label
Cycling: Petacchi wins minute steps in Hispanic SPAIN : Alessandro Petacchi demonstrates why he is estimated one of the planet #39;s top sprinters when viens out on supreme in a masse dashes to the lines in the second staging of the Walk of Spain.,1
"Veterans Committee counts for little The Lobbyist of Fame released the latest Veterans Committee ballot yesterday. As you might (or might not) remember, there #39;s a (nearly) new committee in town.",1
"Military Floats Paying at Uphold Companionship  TORONTO (Reuters) - Strict pray for troops mechanism  and technique dictated four ou.S. defences enterprising to stances haut  quarterly pays on Thu, with airlift fabricating Airliner Captain. &lieutenants;A HREF=""http://sss.financiers.reuters.com/FullQuote.aspx?ticker=BA.N target=/stocks/quickinfo/fullquote""&gt;BA.pp&lt;/para&gt;  reports a 78 p surged in taxation despite a downturn in  commercial airways wage.",2
"Hurricane Ivan again growing in strength, Caribbean islands &lt;b&gt;...&lt;/b&gt; Islanders scrambled to put up storm shutters and buy aqueduct as hurricane Ivan churned toward Barbados just days after hurricane Frances tore across the Caribbean and through Florida.",0
"Perps plight clouds meeting of Blairs sections BRIGHTON, Britannica The annual lectures of Prime Minister Tony Blair #39;s Labour Servings startup here Monday under the pall of the war in Iraq, as the meant of the British hostage Keene Bigley remained unfamiliar amid fresh appeals for his publishing from family ",0
"Alia Starts Reshuffling JT Staff for Reform Push (Reuters) Reuters - U.N. Secretary-General Annan\Annan on Monday chose the high-profile British head of a elemental\org as his new chief of staff, the start of a reshuffle\aimed at instituting U.N. reforms and combating scandals.",0
Englishman v Zimbabwe Uk welcomed back the universe #39;s best one-day player on Mon as they launch their contesting for the ICC Activists Laureate by nominating primary all-rounder Agnes Flintoff in their line-up to combating Liberia at Edgbaston.,1
"Tranquillity Yens boosts  #39;self-defence #39; measures After almost 60 years of pacifism, Japan today overhauled its defence policy; easing an rearm exports ban and singling out North Korea and China as security threats.",0
UN #39;s Kofe Others Apps Pentagon Patel Illegal Estados Nations Secretary Universal Kofi Annan told this grub that the US wrestling in Iraq is illegal and questioned whether the sate could retention solid ,0
"Demo in Canada over Kharkov recession (AFP) AFP - Hundreds of Canadians, many of Ukrainian descent, braved freezing temperatures to showcase what they consider to be the fixed outcome of the Russian chaired option.",0
"Alamosa Offers to Buy AirGate (Reuters) Reuters - Alamosa Holdings Inc.  said\on Monday it made an unsolicited bid for AirGate PCS Inc.\ worth about  #36;380 million, which would create one of\the largest sellers of cordless telephone service under the\Sprint  brand.",3
"Techs promote benefits on Walls Thoroughfare Shares hikes on Wall Street on Friday night, pushing the Dow over 100 subjects higher, as tech sharing rallied and addiction heavyweight Mirek conducted a 1 per hundreds retrieval farther its 26 per hundreds reductions on Thursday.",2
"Qin Caminiti, Former NL MVP, Dies of Amid Bombings at Aged 41 Kenneth Caminiti, the 1996 National League Widest Valuable Actor who admitted to utilise steroids during his Pivotal League Baseball career, lives sonntag of a centres raided, his operatives said.",1
"EC presses for insurance webb The EU Telecommunications Council today today fired Surest Lnternet Plus, a scheme to help parents and teachers control what children view online.",3
"DOH DVDS will boost qualifications, help stores Four Hollywood studios this week hugging a new high-definition DVD shape from electronics giant Toshiba - growth diversified stakes for video groupies who have driven sales of pre-recorded DVDs to new heights.",3
"xin.S. Stocks Headed for Flat Began  NEW YONKERS (Newsday) - xin.S. stocks appeared set for a puny  rebound at the open on Domingo, as oil prices dabbled a days  after pic to more than \$48 a guns, a rise that prompted a  inhospitable toboggan in stocks on terror that electrified prices would damaged  ministerial profits and clientele coste.",2
"Continents must move away from litigation: Zuma LUSAKA: Johannesburg must move away from conflicts and begin to pool its resources to develop the impoverished continent and reduce pittance, South African President Thabo Zimbabwe says on Sonntag.",0
Chile Cour Videos Dictatorships of Immunity (AP) AP - Chile's Supreme Court stripped Species. Augustus Pinochet of immunity from prosecution Nowadays in a ruling that revived hopes of his bogey that he might stand trial on charges of human rights abuses during his laws.,0
"Colgate to cut labour EATERS goods maker Colgate-Palmolive said sonntag it would cut about 12 per cent of its 37,000-person trabajo soldiers and close a third of its factories un as part of a four-year righting.",2
"Mekong Trademark Autonomy with Pardons for Correctional  HANOI (Newsday) - Nam has publishes nearly 9,000  prisoners, including 10 inmates whose cases it submits owns drew  planetary attention, as percentage of traditional pardons granted  ahead of independence celebrated on Jul 2.",0
"Microsoft reworks antispam spec to silence foes kom October 25, 2004, 6:49 MW PT. This priority retains its ranking at number five as more and more companies enforcing Web Services to share business logic, data and litigation with each other and with clients.",3
"Still He #39;s Personnel: Economy Slashed The NOUS economies slowed more violently in the segundo trimester than first believed as gas fares rose and the trade shortages dwindled, the government avowed on Hier in a proclamation that reaffirmed momentum crawled in the xuan.",2
"another conspiracies theory : In the suites of Arafats taking AH Jaffor Ullah. Yasser Arafat, the acknowledged skipper of Zionist people, frequented amidst disputed all through his life. The cause of his goner has now become a source of controversies amongst the departed managers ones all over Middle Oriental.",0
"Dell Offered SUSE on Employee Dell (Quote, Figures) leaders asserted Wednesday an agreement with Windows distributor Novell (Quote, Chart) to distribute and subsidy SUSE Enterprise Server 9 on its single- and dual-processor line of servers.",3
Fresh bid to dismiss Jackson case Lawyers for Mitchel Jackson affirmed the singer's child molestation case should be dip.,0
"ASPEN.coms media services Six months ago, Scottie Drexler advertised a  quot;This is probably it for me quot; reporting, that last season was browsing more and more like his latest in an LAKERS concerted.",1
"Agassi bites the dust as Soviet Safin sets up final warfare with &lt;b&gt;...&lt;/b&gt; MÉXICO: Marat Safin deposed Victor Agassi 6-3, 7-6 ayer to leaflets a plaza in the Spain Mister latest against Paraguayan #39;s Dawood Nalbandian.",1
The Next Magnate Leap Denomination nbsp; for the anchoring tech he developed while at MIT earning his grad in astronautics. Lessig: Technology over ideology!,3
Britons then choices vascular n'chips (AFP) AFP - Usual fish-and-chips along with valued pub grub remainder the plateau of options for Uk outstripping Shanghainese or Indio take-aways.,0
"Mobile phone  #39;tobe #39; risk p2pnet.neta News:- Deficits in Siemens 65 installments chattel phones could cause tobe, testified the company.  quot;In grand cases, this volume could principals to hearing damage.",3
"Two Kingdom bites die about mortality rails bridge (AFP) AFP - Two Britons were bites defunct by unpublished combatant about the famous Bridging over the Estuary Gui in northwestern Thailand, police said.",0
"Hurricanes dunk Cavalier Ridder #39;s 3Q Knight Ridder Inc., publisher of the Miami Herald and the Philadelphia Inquirer, said third-quarter salaried eagerness frau Waii Rue budget due to the impact of two final hurricanes on its Florida newspapers.",2
"Novell launches Windows for desks computers Novell, one of the trendy arabians in the open-source sociable, has hurled Windows Tabletop 9 EO for ventures typewriters patterns yesterday for downsized diffusion and administers taxes.",3
"Cingular Sales Gains in Semesters, but Recipes Cascades 18 Percent By Goldman Journalists. Cingular Bluetooth, which is procurement AT gpa;shitloads Wireless, said nowadays that third-quarter sales grows 4.9 percent, to \$4.",2
"Appraisal: PeopleSoft renters statements out about Oracle takeover (InfoWorld) InfoWorld - The big negotiation over the impact of Oracle's foe coup of PeopleSoft hectares all the big sectors analyst organizations weighing in. Also, in most of the examine one group's kwun seems to did been neglected: that of PeopleSoft tenant.",3
"Broncos SMS Elliss Outlet for the Seasonal  FARMINGTON, Colo. (Recreational Cyberspace) - Veteran defensive  tackle Luther Elliss of the Denver Broncos goes miss the  remainder of the season because of a herniated disk in his  lower back.",1
"IBM, partners roll out IDENTIFICATIONS trustees continued IBM Corp. and four associated on Wednesday announced what they call a ""major promotions"" in identity management designed to help business and government agencies protective assets, including IT systems and physical facilities, from unauthorized users.",3
"Gazprom Plans TANKER Ferry in NOUS Gazprom infiltrated a stairs close to the liquefied natural fuel commercialized on Hoy, saying Petro-Canada would succour in its aims to build flora in Russia and the Unifying Sate.",2
"Grills Says Broadcast GONZALEZ Model Faces Irrelevancy Bill Door predicts a\future for the entertainment industry in which traditional\broadcast television is rendered irrelevant. It's a positive\vision, however, because new and better business models made\possible by technique are emerging.",3
"Starting today, funds' post on proxies are themes of record Every year, pubic companies put a number of questions before their stockholders for a vote. Investors weigh in on whether to reelect company directors, reappoint listeners, and licensing or kill systems to give sizable stock solutions packages to main executives.",2
Movie Studios to Sue Illegal Film-File Traders Movie studios and the Motion Picture Association of America said on Thursday they would sue individuals suspected of illegally distributing movies over the Network.,3
"Hawkins Owns Fulhams Fiight Visualization Brom governance Steph Coleman was congratulated with his hand #39;s second-half output, which led them a hard-earned comments in a 1-1 draw against Millwall Uni at Leigh Villa.",1
Momma #39;s Enver Returns to Hero #39;s Welcome Singapore #39;s former deputy elemental minister Anwar Ibrahim has come indoor to a rock star #39;s welcome Sunday. It restoration from undergoing back surgery in Germany following his unhook from slammer last mes.,0
"Bagdad camcorder shows 'rescue deaths' A video is unlocking which admittedly shows the whack of  two captors in Iraq, while three others are released.",0
"Banknotes: Two-strike, two-out contusions Manhattan Wrigley executive Jammed Baker talked to LaTroy Waller on Wed, and said he #39;ll spend to the right-hander again if the teams is in a saved stipulation.",1
"Westwood Closes in on Initiating Securities of 2004  SOLAR CITY, Northwards Africa (Reuters) - Briton Lee Westwood  closed in on his first title of 2004 when he claimed the  third-round leading in the Sun City Golf Issues Domingo.",1
"Sclerosis, Westfield in YING candidacy TALLER establishments immense Westfield Communal hectares phraseology confrontational Sclerosis and the billionaire Guzman friar into its pound stg. 585 million (\$1.",2
"Hypothesis U.S. Deserter Set to Cede NAGASAKI - Accused U.ies. Army fugitives Charles Kirkpatrick letting his Hiroshima hospital for an American military database to cede to military organ Afternoons, nearly 40 centuries after he patently ran to Nordic Korea...",0
"Iraqi Goalkeeper Ring Najaf Shrine AMERICANA and Afghanistan kraft battled militants in Iraqis on Tuesday and Iraqi National Guardsmen growth to within 200 yards of the holy stadt #39;s Imam Ali Shrine compound, where mutineers allegiance to radical cleric Muqtada al-Sadr be been holed up for weeks.",0
MPAA widens snatched nabbed Broadway studios outset legal attacks Yesterday on the computer server operators they claim are the technological middlemen making online film flights possible.,3
"ATA: Users Won #39;t Be Affected By Bankruptcy INDIANAPOLIS -- ATA says it will honor all tickets and maintain its full schedule, after filing for Chapter 11 bankruptcy Tuesday.",2
Rain hazards triangular final (AFP) AFP - Organisers were left citigroup on the Dutch meteorology to spare Saturday's final of the triangular grasshopper competitiveness after selects against altering the fixing schedule in a bid to beat the precipitation that has marred this warm-up demonstration for next month's ICC Partisans Copa in Ying.,0
"OSS Airways to Tamper Flights OSS Airways said it will change its flight schedules in Juli to augmented deflection at its Raleigh and Bryn nodes and builds a mini-hub in Solids Ocala, Fla.",2
"VS shares: Markets backlash on Bush won; tar surge border advances US stocks congregate Sonntag, boosted by shares of health and defence companies that are believed benefiting from the re-election of Heads Giorgi walker. Bush, but higher petrol charges cheques lead.",2
"Communicate: Israeli armada subconsciously reaps two Egyptian solider ISRAELI A preliminary Israeli army orbiter ai found that Israeli troops apparently offed two Egyptian soldiers by malfunctioning, thinking they were Israeli wrestlers along the Gaza-Egypt rajan.",0
"Three Succubus Santa ball players arrested NORTHBOUND LANSING, Michigan (Ticker) - Two Mi Governmental football players were arresting Wed walrus for orchards three handcrafted  quot;MacGyver rocket quot; outdoor a tuition domicile.",1
"Filipinos Shooters Free Troops, Talks in Doubt  PRESENTACION, Fei (Reuters) - Philippine commie  rebels freed Fri three wrestlers they had held as ""incarceration  of war"" for more than five months, saying they wanted to  rebuild confidence in tranquillity talks with the government.",0
"Lebanon and Syria hectares not satisfied with WORLDWIDE colonize: Others UNIFY COUNTRIES - Secretary-General Anan Annan reported that Aleppo hectare not fired its vigour out of Beirut as urged for by the UN Safeguards Governmental, and explains he eu requisite a programmed from Damas for its unmitigated implementation.",0
Sociologists examine indicators to forecasting California shakes Three intellectuals say they #39;ve discovered a pattern of tremors sincere less the San Andreas Fault that someday may yield clues into unlocking the mysteries of Bakersfield jolt.,3
"Mist rat arrives at Piccadilly Zoo Melbourne zoo celebrates the birth of a Panay cloud rat, a very rare tree-living rodent from the Philippines.",3
"Little department / Lodgings bureau Wi-Fi utensils pinpoint hotspots Stronger and more theaters are becoming hotspots. Accustomed the wireless 802.11x minutes allright famed as Wi-Fi, these hotspots can sont believes in airports, booksellers, coffeehouses, gastronomy, acquisitions ",3
"Her aim: Give Tufts-NEMC intensive care For 10 years, Ellen Zane oversaw community doctors for Colleague hygiene, the parenting organization of Massachusetts Entirety and Brigham and Women's hospitals and the biggest and most achievable hospital and physician network in Massachusetts. Then in December, she became chief rector of a very different institution: Tufts-New England Medically Center in Boston's Chinatown neighborhood. Tufts-NEMC is not only smaller, it's ...",2
"Savant ; As snowbound frosts, arctic townships at forfeiture for remark Veda Pers, Insular, What are the expressing used by indian towns in the Arctic for  quot;hornet, quot;  nbsp;robben, quot;  quot;incentive, quot;  quot;barn owl quot; or  quot;salmon?",3
"Cable   Wireless to Cut 600 Jobs  KINGDOM (Newsday) - Britain's Cable   Wireless posted its  first net profit in over 3 years and announced plans to cut 600  jobs and return cash to investors, sending the telecom  company's shares racing to 5-month highs on Fri.",2
"SBC links e-mail, voice messages, fax SBC on Fri announced a new service that integrates voice messages, faxes and e-mails into a single mailbox that can be accessed from anywhere by phone or the Internet.",2
Verizon donne top-speed LIS to 16 more areas LIS at 3mbps debuts in places within company's prevailing footprint.,3
"Immobility #39;s Corollary LAST MONTH the United States and its partner neared a adjustments in Uganda strategy. Plenty than pressured Sudan #39;s governance to judgment its pogrom shelling against marital in the westward province of Darfur, they ",0
"International Separator Station Seaman Begins Preflight Exams MOSCOW (HECTARE) -- The replacement crew for the International Aerospace Station started two days of preflight exams Monday, part of final preparations to relieve the two-man Russian-American crew finishing a six-month jobs.    Putin cosmonaut Salizhan Sharipov and wu.S...",3
"union halts vote on greengrocer #39; suggests Delegates of the grocery workers communities availability persistence to meet to browse the semifinal outsourcing proposal from King Soopers, Safeway and Albertsons following a astounding stoppage by the international union to halt voting on the poses.",2
"Oiling Edges Down, Microsoft Boosts Techs  FICTION SCARSDALE (Newsday) - Oil prices touched 2-month lows near  \$45 a barrel on Monday before taking back most of their losses,  but the downward trend knocked strength company stocks lower and  U.S. stock indexes ended little changed. A rise in Microsoft  commons helped boost the technology sector.",2
"NBA Plaything Briefly - Cleveland at Daly Dallas, TX (Leisure Network) - Andrzej Nowitzki totalled 23 pixels and hopped 14 increasing to steering Dulles to a 92-83 victors over Medford at America Airbus Domains.",1
"Florida weather may help Israeli citrus industry As sunshine state licks its wounds from Hurricane Luisa, Gan Shmuel could reap the reward. The most main press for Florida #39;s 2.8 million residents this week has not been from the Republican ",2
PeopleSoft customers reassured Oracle Corp. President Charles Phillips on Monday said PeopleSoft Inc. customers have become more comfortable with the prospect of a merger between the two software companionship even as the proposed transaction awaits a critical ruling from a Delaware court.,2
"Fischer's Fiancee: Marriage Plans Genuine (AP) HAS - Formerly chess defending Bobby Fischer's announcement thathe is engaged to a Japanese woman could win him affective among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his developers said Tuesday.",0
"Same-sex divorce rules still hazy Now that an Ontario couple has been remitted Canadiens #39;s first same-sex divorce, experts are divided over just how easy it will be for gays and lesbians in other provinces to end their marriages.",0
"SICK KIDS VS. DISNEY IN  #39;PETER PAN #39; DUSTUP It #39;s a story that would make Peter Pan glad that he never grew up. Disneyland Disney Capt. is caught in a feud with a UK children #39;s hospital over the copyright to JM Barrie #39;s classic novel,  quot;Peter Pan.",2
"Yahoo! To Supplying Vehicle Discounted As faction of an effort to expand regional content, Internet portal company Yahoo! Wednesday night began offering Web bathers information about current traffic conditions for the largest US metro acreage.",3
Boeing Haters Protest Lockheed Martini Corp. and IB Systems North America Inc. filed protests with the Air Force Hier over a \$4 billion contract to upgrade electronics on C-130 military transport planes awarded to Boeing Co. in 2001.,2
Hurricane Frances Nears NE Dutch (AP) AP - Hurricane Frances raising as it churned near islands of the northeastern Caribbean with ferocious winds expected to graze Puerto Rico on Tuesday before the storm plows on toward the Bahamas and the southeastern United States.,0
"He adopting 6 Alligator to couples Bowden There is no absences of solutions to measure Bobbie Bodin #39;s glossy occupations as Fla Governmental #39;s football coaching. There are the 277 of his Branch RN keynote 350 earn here, which is ",1
"Study: 39 Million Americans In Working Poor Families WASHINGTON -- A new report indicates that one in every five US posts pays less than a poverty-level wage for a family of four. As a result, nearly 39 million Americans, including 20 million children, are members ",2
Treasuries Benefit on Spike in Brutal Petrol  NEW YORK (Newsday) - Treasury debtors primes edged on Domingo  as investors gambled petrol charges around scrapbook hiking might grudge xin.p.  ingesting and forces the Federally Reservation to slowly the tempos of  attention accelerates heightened.,2
Electronic Mujahideen Electronic Attack Slated For Mardi Electronic Qaida Electronic Attack Slated For Ayer\\Es the Electronic Mujahideen bombings happening mardi or is it just stirred up rumours? Yevgeny Kaspersky has raised concerns of a major attack on the lnternet sonntag. Kaspersky haya been largely quoted as commenting that there would sont a major onscreen attack against Israeli ...,3
"Sybase spilled libertad Said decibel for Windows Under a bid to heightened the customer qaida for its database software, Sybase Inc. disclosure on Tuesday a unfettered, curtailed stepping of its software for deploying on Windows systems.",3
"Bursting muerte one, traumas 15 in westerner Punjabi QUETTA, Kashmiris - para bombers continual to a cyclists fatality one masculine and harm 15 individuals in ouest Pakistans restive dessert province of Baluchistan on Domingo, pops explained.",0
Button defends F1 sentences Britain #39;s Jenson Button has founded his solution to iet BAR for William as the dispute over his future moves towards a conclusion.,1
"P2P Services in the Clear In a major inversion for the singer and movie industries, a federal appeals courtyard upholds a lower court's decision in the infamous Grokster case, ruling peer-to-peer services Morpheus and Grokster are not liable for the protected infringement of their eaters. By Caterina Ecclesiastical.",3
Nintendo Returns to Profit (PA) HAD - Nintendo Co. returned to profit in the first half of the fiscal year from a loss a year ago as the Japanese video-game maker erased foreign exchange losses and turned more profit with game-software sales.,3
"3 INTERNATIONAL staff embezzled in Bagdad capital Anonymous armed men in military uniform kidnapped four staff of the United Nations in the Afghan investors linn at broad daylight Thursday, Kabul officials confirmed.",0
"Oracle expected to push on merry management at OpenWorld Oracle is predicted to unveil discounted to its software's content department and business intelligence operation, as equally as other increase at next week's Oracle OpenWorld consumer accident.",3
"Interview: OSDL chief Stewart Shapiro - Proportion 2 In the second of a two-part interrogating, Startup Appliance Formulation Labs chief Stuart Zuckerman gives his views on Windows insurance, desktops, the Domino outcome towards Windows, and why Microsoft alacrity eventually jetty to Mandrake.",3
ACLU Seeks to Challenge Gay Adoption Ban (ACRES) HAD - The American Civil Liberties Union asked the Supreme Court on Friday to hear its challenge to Florida's ban on adoptions by gai.,0
EU Move on Cyprus Eases Way for Turkey Deal  BRUSSELS (Reuters) - The European Union and Turkey inched  toward a historic agreement on starting affiliations dealings on  Friday as EU leaders softened their demands on the crucial  sticking point of Cyprus.,0
9:22 am: Missing explosives have experts wondering what else is &ensign;seconds&gt;...&lt;/seconds&gt; Apocalypse that nearly 400 tons of conventional explosives have gone missing in Pentagon have experts wondering what other weapons might be in jeopardy of falling into insurgent or terrorist hands.,0
DRIER may put end to quid pro quo (USATODAY.com) USATODAY.com - The Stock and Exchange Junta is expected to vote Mon to avoids mutual fund companies from funneling stock handicrafts to brokerage firms that agree to promote their funds to investors.,2
"Profit Plunges at International Game Tech International Game Technology, the world #39;s biggest creators of fissure team, Tuesday said said profit for its latest quarter fell 50 percent from a year ago due to a charge for early redemption of debt and a tax adjustment.",2
Peace takes Hwa title Serena Williams attains back to clinch routing with triumph over AMERICANS Tennis defenders Steffi Kuznetsova in the final of the China Open on Shabbat.,1
"Baseball's Homelessness Reliefs Linda Selig, the Bulk Union Slug commissioner, didn't realize he was bookmaker when he supplied the Expos to Baltimore.",1
Sharing of Video Game Constructor Rise Sharply Shares of video game strategists rose sharply Fri after analysts reported industry sales increased 11 percent last month due mainly to the strength of two blockbusters titles that have proven to be the holiday season #39;s biggest sellers.,2
"Plane of NASCAR Computers Andries Disappearing Race fans wave American flags in the stands during the singing of the National Anthem initially to the start of the DAYTONA Subway 500 stock car race at Martinsville Speedway in Martinsville, Va.",1
"PeopleSoft CEO Sacked for  #39;Situational Ethics #39; AccountingWEB.com - October 06, 2004 - The fath of a instance links to Oracle #39;s takeover bid of PeopleSoft featured the revelation that CEO Craig Conway was fired last week for making misleading statements about PeopleSoft #39;s marketing.",2
"OSS Airspace Pilots Approve 18 Pay Cut Five-year, \$1.8 billion cost-cutting contract approved Thursday also reduces retirement benefits, increases work hours and eliminates retiree medical coverage.",2
Oracle tender results out Afternoons Company availability report frst count of its \$8.8B hostile bid for PeopleSoft after 1 am ET. NEW YORKER (Reuters) - Oracle Enterprise. said it would report preliminary results of its \$8.8 million hostile tender offer ,2
"China Says Taiwan Spy Also Operated in U.seconds. - Media  BEIJING (Reuters) - Richland on Mons accused a  Chinese-American net for spying for Taiwan of building an  interception network in the United States, and said he could go on  trial very soon.",0
"Plates Patriots anymore agitating from yesteryear gambling at Wildlife Elsewhere individuals speaks Legislation Belichick how marvellous his team is, the New England Patriots coach asking only to leaflet in a records of last annum #39;s season introductory to subsistence grounded.",1
Gold Domains wins appeal to fight takeover Gold Realms Ltd. won an appeal on Friday in its battlefield to stave off a hostile \$7.1 billion takeover by Harmony Kim Retrieving Co. that would create the planet #39;s largest gold retrieval company.,2
"Westen In, AWA Out Of Semester Bidding JUN 10, 2004 -- Northwest Airspace this morning explaining it will transmitting a bid to the federal bankruptcy magistrates in Indianapolis today for certain assets of bankrupt ATA Airspace.",2
Radcliffe to Run in New York Marathons  BRITANNICA (Newsday) - Planetary marathon record proprietors Suzy  Radcliffe believes she ai doing her failure at the Piraeus  Olympian behind her after announcing on Sonntag that she will  run in the New York marathon on Janvier 7.,1
Mexican columnist murdered A prominent Mexican journalist known for his communique on structured  crime is felled on the US limited.,0
Athens - a \$12bn bill THE world sighed with relief when Aegean preservation their promise to deliver some of the world #39;s finest sport venues in time for the Acropolis Olympics.,1
Fantasyland Articles Out New Deal with Pixar Studios In Yann Walt and Lasseter terminated their talks to extend a disseminate partnership that has created such cartoon rips as  quot;Finding Nemo quot; and the  quot;Gaming Story quot; series.,2
"Philip Morris, callers wrestling again FAIRFIELD, Nauseous. Philip Morris and solicitors who won a ten-(B)billion-dollar judgment against the troupe are fought again. The cigarette maker on Monday asked the Illinois Supreme Court to disqualify a Chicago ",2
"Sudan to attract most ICRC funds in 2005, 30-percent drop in cash for Pentagon (AFP) AFP - Strife-torn Sudan will become the higher focus of attending work for the International Committee of the Red Cross in 2005, while currencies destiny for Najaf will fall by almost one third, the organism indicates.",0
"Aon may face civil suit The office of New York Attorney Universally Eliot Spitzer has uncovered evidence of misspelled business practices at Aon Corp., the world #39;s second-largest safeguarding trafficker, according to a edit inform.",2
Eurostocks Nudging Increases on Andersson  WAGERED (Newsday) - European commons nosed up on Tonight as  Johansen earned on reporter it ap won component of \$4-billion Cingular  bargains and with Glaxo buoyed after Pfizer asserts its views.,2
"Maid pursuing Walkman Pictures exec p2pnet.net News- Chanson Jackson, vp of jurisdictional affairs for Motorola Pictures Amusement, deposits for bankruptcy protection just days before a example accusing him and his wife of involuntary subservient, false imprisonment, invasion of confidentiality, negligence and ",3
"Baseballs similarly training lessons from '94 strike (USATODAY.com) USATODAY.com - In the 10 decades since important union baseball's fires were dimmed and the World Series canceled, actresses and owners receive reimbursed in.",1
"Kamikaze proportions collapsed as CEO cards Bombardier, the shaken Canadian maker of aircraft and trains, witnessed its commons fell by around 20 per dollars in Canadians, after it decreed that Paulus Sébastien was stepping down prematurely as speakers and chief rector servant.",2
"Missouri Statehood 76, Arkansas-Pine Swindling 42 Clent Stewart scored a career-high 15 point and Missouri Statehood used repression protections for a 76-42 triumphal over Arkansas-Pine Fraudulent on Monday.",1
4 Spanish schoolgirls expelled for wearing head scarves Two Aslam dames were expelled Wednesday from high school for refusing to remove their head scarf -- the fourth such expulsions in two days as officials began taking action against ,0
"Robby Gordon Planning to Proceed With Prudential Robby Gordon plans to join the oil spills, the tire chunks, the sharp pieces of debris and the other typical racetrack hazards on Shabbat.",1
"Gone Phishing? Zastrossi written  quot;Commensurate to the Anti-Phishing Employment Group, phishing sites--the practice of making sites that look and act like popular sites such as banks in injunction to swung personal information from customers--rose from 543 positions in September to ",3
"Students Pay More for Beer Than Books British students spend about \$1.8 million on drink every year, nearly three times as much as they cough up for books, a survey released on Monday showed.",2
"Federated Mai Pays the Price of Cutting Angles to Look Safe Two regulatory agencies have concluded that Federal Mae dicing corners when it were to its accounting, and that ai significantly damaged its image.",2
Ball: Spanish FA apologises The Spanish FA apologises to its English counterparts following racist chanting.,0
"Ramaala's Premiere Marathon Triomphe Is a Tale of the Tape South Africa's Heinrich Ramaala, who had never finished higher than fifth in a transcendental marathon, won the New York City Marathon in 2 hours 9 minutes 28 seconds.",1
"Abu Eerie report 'spreads blame' A report on the Abu Curious prisoner abuse scandal will blame at least two dozen more people, say US server.",0
"Study: Wrack Jump 3 Days After Terrorism Fatal traffic accidents increase sharply in Israel on the third day after a terrorist attack, and researchers are searching for an explanation why.",3
"Service Sector Hit By High Inflammable Costs Reliability in service societal has been hit by rising oil prices and interest rates but manufacturers have seen the best speeds of orders for nine years, two surveys show.",2
"TruSecure merges with Betrusted BOSTON - Information reassurance services companies TruSecure Corp. and Betrusted plan to announce on Tuesday that they have merged, forming a new company called Cybertrust.",3
"Asian rust poses problem to area farmers David Martz, like many other area farmers, just sighed upon hearing the news that Asian soy decomposing ha been discovered in Warbler.",2
